,iso1661029_a,iso1661029_b,iso1661029_a4096,iso1661029_a4096sc,iso1661029_asc,iso1661029_b4096,iso1661029_b4096sc,iso1661029_bsc
18,-44.57812500000001,-103.08482142857143,-88.09883492658773,0.6274802493329061,-1.2004980780771715,-111.8761931688181,-1.0475177015875583,-0.8080399338804449
19,-41.53125,-101.73214285714286,-85.96774277657718,0.6848709993990654,-1.1184451074409818,-113.75151306576338,-1.0986015865518621,-0.7711928462720361
20,-39.4890625,-101.34375,-83.39337323621193,0.7541993007905865,-1.063448577891495,-115.36668112303786,-1.1425989116856843,-0.7606129894339784
21,-38.678124999999994,-100.82142857142856,-80.08033174617098,0.8434201897666052,-1.0416098641683245,-116.71321885089101,-1.1792787221552428,-0.7463849061000376
22,-39.845312500000006,-99.26785714285714,-76.1056331713429,0.9504596401700751,-1.0730424636889573,-117.66507296037567,-1.2052073148774327,-0.7040654787478053
23,-40.675,-98.35714285714286,-72.62128240066671,1.0442939233200164,-1.0953861187698886,-117.54476831813709,-1.2019302054547691,-0.6792575385758077
24,-41.2265625,-97.79017857142857,-70.14610396968625,1.1109509877275057,-1.110239810377363,-116.22785556867755,-1.1660573820975397,-0.6638133797432397
25,-42.078125,-97.59821428571428,-67.45099888324826,1.1835307222157736,-1.133172563709016,-114.94868632626562,-1.131212695313335,-0.6585842550991421
26,-44.0046875,-97.98660714285715,-64.07797466794925,1.2743669583242736,-1.1850552882189758,-114.26420145286717,-1.1125672649579865,-0.6691641119372007
27,-44.39375,-98.375,-60.82057323076448,1.362089449229087,-1.1955328213925198,-113.65122622914126,-1.0958697639791994,-0.679743968775258
28,-43.934375,-98.5,-57.98256117594512,1.4385176977785825,-1.1831617581273715,-112.86660430569347,-1.074496591251087,-0.6831489801714148
29,-43.328125,-98.19642857142857,-55.397482704772294,1.5081343928800846,-1.1668353208930935,-111.93141917837777,-1.0490220631228775,-0.6748796667807491
30,-43.0,-97.41964285714286,-52.95111372750875,1.5740156127715113,-1.1579988471322733,-110.61555984841087,-1.0131779350086676,-0.6537199531046332
31,-43.0,-96.64285714285714,-50.57697040360656,1.637951780957686,-1.1579988471322733,-108.66360836805826,-0.9600065987259043,-0.6325602394285164
32,-44.01718749999999,-96.81696428571428,-48.27476886078587,1.6999505421775116,-1.1853919157908162,-106.39505978912736,-0.8982111286139474,-0.6373029338731633
33,-45.640625,-98.4375,-46.08247398958322,1.7589894941176667,-1.2291114216836374,-104.2929659031533,-0.8409498995136846,-0.6814464744733368
34,-47.8203125,-101.71875,-44.090482771261144,1.8126342274738196,-1.2878108545233728,-102.76895334643655,-0.7994356585256339,-0.7708280236224478
35,-50.54999999999998,-106.76785714285712,-42.37518243374145,1.858827618481573,-1.3613219005241022,-101.97553588066079,-0.7778228944226249,-0.9083661625172024
36,-53.66250000000001,-109.96428571428572,-40.96601951218513,1.896776665890498,-1.4451421659124564,-101.60084989819681,-0.7676164141004653,-0.9954371682189223
37,-56.77499999999999,-112.03571428571428,-39.85747204504478,1.926630077261194,-1.5289624313008092,-101.39930972963393,-0.7621264415345452,-1.051863071355231
38,-59.8875,-115.94642857142857,-39.02304122011625,1.949101471058377,-1.6127826966891632,-101.25982685431855,-0.7583269152944045,-1.158391285034989
39,-63.3125,-123.57142857142856,-38.65765931981651,1.9589412808097746,-1.705018651373536,-100.95047395866753,-0.7499001142133985,-1.3660969802005418
40,-68.37031250000001,-129.7857142857143,-39.04566687471371,1.9484921575249008,-1.8412265826296108,-100.20735676145425,-0.7296575340118694,-1.5353746896094722
41,-70.703125,-131.625,-39.805306257723764,1.9280349126467167,-1.9040497032243955,-99.31226490700023,-0.7052751502916856,-1.5854770001529186
42,-73.796875,-133.20535714285714,-40.355511418575496,1.9132177744617742,-1.9873650272549879,-98.70533367885704,-0.6887422883035992,-1.6285260728043265
43,-77.68749999999999,-134.64285714285714,-40.71206066520085,1.903615829891122,-2.092140358990429,-98.31679800895446,-0.6781585412329458,-1.6676837038601287
44,-81.6015625,-133.0892857142857,-41.02247999569822,1.8952561734529005,-2.197546867423073,-97.98595667105748,-0.6691463930260744,-1.6253642765078955
45,-86.65937500000001,-129.33928571428572,-41.30504113001731,1.8876467439695077,-2.3337547986791476,-97.72559079602864,-0.6620540028529267,-1.523213934623198
46,-90.00156249999999,-126.21875,-41.692408944964335,1.8772148490131169,-2.4237605957000747,-97.59124237730045,-0.6583943396783254,-1.4382102572691453
47,-92.725,-122.64285714285715,-42.53998699209468,1.8543893978170338,-2.497103327914884,-97.6559645031751,-0.6601573762878186,-1.340802609829094
48,-95.51249999999999,-117.625,-43.67130427476081,1.8239227906294015,-2.5721712764353777,-97.88797674304976,-0.6664774108543874,-1.2041157237833775
49,-98.625,-112.96428571428571,-44.33694634350383,1.8059969127641187,-2.6559915418237314,-98.14164088568718,-0.6733872452262011,-1.0771574417266807
50,-101.053125,-108.91964285714289,-44.4171893364499,1.803835952454305,-2.721381447653802,-98.34276303391246,-0.6788658308800137,-0.9669810015510425
51,-103.15625,-105.42857142857142,-44.23888745454671,1.808637658819082,-2.778019036616013,-98.47152587941355,-0.6823733425306755,-0.8718838975583818
52,-104.74062500000001,-101.98214285714289,-43.94397148802486,1.8165798064756682,-2.820686581346832,-98.50092559800166,-0.6831741935453661,-0.7780028690643506
53,-105.52812500000002,-97.32142857142856,-43.595271513176776,1.825970368542392,-2.841894118372801,-98.40161941388375,-0.6804690840363241,-0.651044587007652
54,-106.6953125,-95.91517857142858,-43.29154017683468,1.8341499159219756,-2.873326717893433,-98.15047692680832,-0.673627939791916,-0.6127382088008906
55,-108.4375,-94.75,-43.096821678669954,1.8393937251403496,-2.920244185718741,-97.74936124961216,-0.6627015121756759,-0.5809986382867165
56,-110.559375,-94.0,-42.95960975140087,1.8430888705726844,-2.9773867160387133,-97.26192630508818,-0.6494237398477631,-0.5605685699097767
57,-112.828125,-93.97321428571428,-42.9169001957151,1.8442390476946764,-3.0384846203278144,-96.80508086165337,-0.6369792283183413,-0.5598389246106001
58,-114.7734375,-93.58482142857143,-43.173473332622116,1.83732948032855,-3.0908722861955353,-96.564324480846,-0.6304210025555688,-0.5492590677725424
59,-116.71875,-94.10714285714286,-43.764988297893,1.8213998606112205,-3.1432599520632563,-96.67976120119786,-0.6335655093422337,-0.5634871511064827
60,-118.19843750000001,-94.88392857142857,-44.544078424644944,1.80041880320213,-3.1831082408799083,-97.23163587464786,-0.648598625761013,-0.5846468647825982
61,-119.73125,-95.66071428571428,-45.46611704392391,1.775588113478026,-3.2243871968768834,-98.22570744627332,-0.675677226000853,-0.6058065784587141
62,-121.9890625,-96.4375,-46.556922780577395,1.7462124905596537,-3.285190552040624,-99.6523517423213,-0.7145391466912945,-0.6269662921348305
63,-121.6,-96.85714285714286,-47.8203125,1.7121891454766272,-3.274713018867079,-101.71875,-0.7708280236224478,-0.6383974018219281
64,-121.2109375,-97.49107142857143,-49.24921988904318,1.673708375495911,-3.2642354856935354,-104.49883918512415,-0.8465579064838837,-0.6556656739024369
65,-121.35625,-98.0,-50.83150863673092,1.6310970139691023,-3.2681487812161847,-107.17500609978667,-0.9194569372234298,-0.6695289345867885
66,-122.0671875,-97.93303571428571,-52.52953930463877,1.5853686987171831,-3.2872944743646286,-109.06607945202714,-0.9709699477462044,-0.6677048213388472
67,-122.45625,-96.76785714285714,-54.248089118613926,1.539087798639913,-3.297772007538173,-110.36187721779294,-1.0062675970225783,-0.6359652508246727
68,-123.190625,-95.30357142857142,-55.94452740027175,1.493402366677336,-3.3175488773838184,-111.44446498637444,-1.0357573865374574,-0.5960779744696958
69,-124.671875,-93.375,-57.66467812866622,1.44707835364537,-3.3574392446469505,-112.79532425582622,-1.0725549161941546,-0.5435435129289936
70,-126.24687499999999,-90.89285714285717,-59.37256880160072,1.4010845064294137,-3.399854318698888,-114.98325419242772,-1.132154327139117,-0.475929715205313
71,-127.02499999999999,-87.7857142857143,-60.99316182168093,1.3574416029660767,-3.4208093850459766,-118.55208065191015,-1.22936948526266,-0.3912908605008485
72,-127.803125,-84.64330357142856,-62.95983226243197,1.3044787633595925,-3.441764451393065,-122.94749573030178,-1.349100992724758,-0.30569130615246687
73,-125.67499999999998,-82.02767857142857,-65.77446910134569,1.2286800141838226,-3.3844536072871723,-126.99445856456413,-1.4593406292886422,-0.23444144268789024
74,-122.921875,-79.20535714285715,-68.42952251630706,1.1571788794489417,-3.310311384589242,-129.84394005878343,-1.5369607649762753,-0.1575611496646685
75,-120.38125000000002,-75.32142857142857,-69.8664061322872,1.1184833080357266,-3.2418918306126043,-131.1256713745828,-1.5718752428731366,-0.051762581284087616
76,-116.87968749999997,-71.43749999999996,-70.95440566717244,1.0891832567083415,-3.1475940320507054,-131.75592952871608,-1.5890435324518912,0.05403598709649393
77,-112.684375,-68.73214285714285,-72.563296949565,1.0458554834485334,-3.034613403251645,-132.57687112504493,-1.6114060563805221,0.12773016231331136
78,-107.93281250000001,-66.03571428571428,-74.57514527247554,0.9916759941802682,-2.9066528475056703,-133.60050895661126,-1.6392900442366858,0.2011811224304041
79,-102.875,-63.35714285714286,-76.7295335665443,0.9336578741615034,-2.7704449162495957,-134.4785041611293,-1.6632067136539241,0.2741456523480452
80,-97.83124999999998,-62.58035714285714,-78.77658900070183,0.8785302501435899,-2.6346156910118417,-134.53842525524075,-1.6648389697204808,0.295305366024162
81,-93.16249999999997,-61.45535714285714,-80.900792711477,0.8213250071633169,-2.508885292929311,-133.5433830417749,-1.6377339291084159,0.32595046858957155
82,-88.78593750000003,-60.763392857142854,-83.58085283440131,0.7491504366379322,-2.3910235643385604,-131.7026552761162,-1.5875923369540974,0.34479963881829545
83,-84.14375000000001,-60.75,-86.37602834367055,0.6738757850736032,-2.2660084998461913,-129.56871235586303,-1.5294635372564191,0.3451644614678837
84,-79.015625,-61.513392857142854,-88.48835606350025,0.6169903649729447,-2.1279070384985124,-127.75051675476895,-1.4799357233190822,0.32436957044135584
85,-73.56874999999998,-61.901785714285715,-90.08808307485543,0.5739093874176966,-1.981221574068893,-126.12434802399248,-1.435638738836143,0.3137897136032979
86,-67.77343749999996,-62.58035714285714,-91.58703923385782,0.5335421896496366,-1.8251526160742122,-124.32901134519182,-1.3867336040261082,0.295305366024162
87,-62.41250000000004,-63.89285714285715,-93.05960617290607,0.49388565900445114,-1.680781466201001,-122.07327219791503,-1.325287064000236,0.2595527463645171
88,-57.734375000000014,-65.63392857142857,-94.55204379638229,0.4536940067392816,-1.5547985974395895,-119.3229101998379,-1.2503669524241667,0.2121258019180503
89,-53.84375,-66.41071428571429,-96.19425983796508,0.4094687908580026,-1.4500232657041474,-116.53716481124721,-1.17448299406463,0.19096608824193373
90,-49.953124999999986,-67.53125,-97.92951121080496,0.36273811436420544,-1.3452479339687051,-113.99140770219765,-1.1051363383193458,0.1604425932263871
91,-45.76874999999997,-69.62499999999997,-99.46043330700923,0.32151006733039456,-1.2325618542950045,-111.64368333003084,-1.0411841123812446,0.10340865234076468
92,-42.40312500000002,-72.58482142857144,-100.74226575025186,0.28699005590035487,-1.1419248805768765,-109.45747350863004,-0.9816315575311716,0.022782846781769006
93,-40.35625,-76.03571428571428,-101.93727676410768,0.254808163426973,-1.0868021156879488,-107.4233611771362,-0.9262221521727776,-0.07121978926212558
94,-39.578125,-77.58928571428572,-103.06467566204793,0.22444707914620565,-1.0658470493408605,-105.57631456647898,-0.8759084341046148,-0.11353921661435784
95,-40.2,-80.0,-104.05542167819522,0.1977660850880789,-1.0825942710399392,-103.87535842276912,-0.8295742336750571,-0.17920729354023557
96,-41.21718749999999,-82.54464285714283,-104.79024048916499,0.17797726332170427,-1.109987339698482,-101.76782061949426,-0.7721647117712034,-0.24852359696199455
97,-42.256249999999994,-84.3125,-105.23261082735469,0.16606413909776974,-1.1379695066077469,-99.02491544394897,-0.697447724720734,-0.29668018670763896
98,-43.05156250000002,-83.14732142857142,-105.65100611393311,0.15479666794652802,-1.159387435866117,-96.92558902311275,-0.6402618816231338,-0.26494061619346443
99,-44.21875,-78.49675324675323,-106.26013716679483,0.13839264336591528,-1.190820035386749,-96.14790488772617,-0.6190776948743215,-0.1382587149319101
100,-44.5,-75.28733766233768,-107.05958933645276,0.11686323195193227,-1.1983941557531665,-95.68829437521661,-0.6065578626112145,-0.0508339418124093
101,-44.315625000000004,-73.41964285714289,-108.01821705085719,0.09104719036799347,-1.1934288990685151,-95.01823585714274,-0.588305407490147,4.223495743693739e-05
102,-44.0,-71.47321428571425,-109.097999414724,0.061968429146795234,-1.1849290528795353,-94.40373298487964,-0.5715662932259327,0.05306312669759228
103,-44.0,-69.14285714285712,-110.27695387508648,0.030218942962580986,-1.1849290528795353,-94.0380699948167,-0.5616056000393965,0.11654226772594001
104,-45.0546875,-66.25,-111.53478062044829,-0.003654590084421372,-1.2133320042536009,-93.98272967848577,-0.5600981247772068,0.1953439600369924
105,-46.462500000000006,-65.00892857142856,-112.76207792743855,-0.03670595907473029,-1.2512446845321685,-93.98026271759298,-0.5600309245375761,0.22915085889883358
106,-48.14843749999998,-66.23214285714283,-113.84974768953177,-0.06599712955297621,-1.2966473282841926,-93.74500412379544,-0.5536224589941807,0.195830390236444
107,-50.112500000000026,-67.7857142857143,-114.89591308734212,-0.09417057896167513,-1.349539935509676,-93.5857598423759,-0.54928463025013,0.1535109628842104
108,-52.44687499999999,-71.3482142857143,-115.98486201014457,-0.12349619750100471,-1.4124051345509403,-93.81172281840674,-0.5554398823180864,0.056468138093746845
109,-56.265625,-73.0,-116.98687426144937,-0.15048059358992028,-1.515244857748298,-94.23080738265855,-0.5668557840559325,0.011473344644535421
110,-60.917187499999926,-73.0,-117.81089115225254,-0.17267153799846913,-1.640512392919545,-94.6571032448002,-0.578468122205746,0.011473344644535421
111,-66.14375000000004,-73.0,-118.50716326080568,-0.1914222891378854,-1.781264796395473,-95.07285175909053,-0.589793149638496,0.011473344644535421
112,-72.07695312500006,-69.50446428571425,-119.31533282834894,-0.21318646187050128,-1.9410471772920224,-95.49497824430944,-0.6012919135808157,0.10669205618705879
113,-75.36171875,-67.66964285714286,-120.60397292999768,-0.24788980494207458,-2.0295065914048047,-95.95238163824848,-0.6137516237328406,0.15667275918064205
114,-80.375,-65.84375000000001,-121.8481130778187,-0.2813947551013234,-2.1645152869361968,-96.37129276166777,-0.6251628009265962,0.20641024707450129
115,-86.20625000000001,-63.28571428571428,-122.06228021986279,-0.2871623203008742,-2.3215520491999198,-96.63452764632976,-0.6323333431837166,0.27609137314584964
116,-91.19710648148151,-61.73214285714286,-121.6128811853916,-0.27505991183994416,-2.455956841101273,-96.84963016588024,-0.6381927554270077,0.31841080049808124
117,-94.97245370370368,-61.5,-121.30650581858521,-0.266809160175955,-2.557627718563071,-97.17407318991181,-0.6470306129808563,0.3247343930909439
118,-100.71527777777774,-61.5,-121.2032643751977,-0.26402884686388495,-2.712283152448216,-97.54136247243747,-0.6570356065223444,0.3247343930909439
119,-105.3125,-61.392857142857146,-121.22423022993729,-0.2645934616456893,-2.836087292758547,-97.8475601095731,-0.6653764580737289,0.3276529742876495
120,-108.1890625,-61.004464285714285,-121.45908073377976,-0.27091803403401515,-2.913553712728406,-98.05009975735929,-0.6708936565448131,0.3382328311257077
121,-111.69062500000003,-61.0,-121.87391142033292,-0.28208950977316993,-3.0078515112903044,-98.06055567796287,-0.6711784767753124,0.33835443867557036
122,-114.48281249999998,-61.0,-122.19814855906914,-0.2908212826302399,-3.0830456951502367,-97.70803913618072,-0.6615758940384975,0.33835443867557036
123,-116.475,-60.35714285714286,-122.38594245505084,-0.29587861088710676,-3.136695714412361,-97.02928415311312,-0.6430865464181514,0.35586592585580434
124,-118.296875,-58.803571428571416,-122.64088451012088,-0.30274425288377316,-3.1857591830081544,-96.26706218582304,-0.6223235505379616,0.39818535320803683
125,-120.5875,-57.25,-123.08937706285194,-0.3148222496049353,-3.2474461855479766,-95.4555964161,-0.6002191489899786,0.44050478056026887
126,-122.14375000000001,-54.06696428571431,-123.78360761934644,-0.3335180213273685,-3.2893563182421537,-94.49680193887147,-0.5741015000176977,0.5272109636123994
127,-124.29999999999998,-52.5,-124.671875,-0.35743924464695054,-3.347424574384687,-93.375,-0.5435435129289936,0.5698952136142204
128,-126.634375,-52.5,-125.62070325663683,-0.38299138481699657,-3.4102897734259527,-92.09761569475452,-0.5087474479959342,0.5698952136142204
129,-128.96875,-52.5,-126.3402048648582,-0.40236771116188397,-3.4731549724672175,-90.62417388341179,-0.46861075872236846,0.5698952136142204
130,-131.30312500000002,-54.77678571428571,-126.7313271720603,-0.41290071536718065,-3.5360201715084836,-88.94809500790244,-0.42295421734663563,0.507875363184225
131,-133.28124999999997,-56.03571428571428,-127.24079297597558,-0.426620734287813,-3.589291484752285,-87.17406615777186,-0.37462950973219344,0.47358203412293354
132,-134.98125,-56.65625,-127.79980190771998,-0.4416749598342471,-3.635072834522631,-85.43323075111783,-0.32720899454427377,0.45667858469201295
133,-136.40312500000002,-56.95535714285714,-127.47778021406215,-0.43300284936896016,-3.6733642208195203,-83.86487781896525,-0.28448691768687295,0.4485308788512097
134,-137.5,-56.566964285714285,-126.16981929686412,-0.3977791927594394,-3.702903290248548,-82.45976153112693,-0.24621142190275425,0.4591107356892674
135,-137.5,-56.17857142857143,-124.60094122968847,-0.355528983618032,-3.702903290248548,-81.06055355573633,-0.20809686908836822,0.46969059252732537
136,-136.896875,-54.531250000000036,-123.12040981535775,-0.3156579680148206,-3.6866610099072306,-79.46310608378353,-0.16458225431428186,0.5145637784266743
137,-137.071875,-52.696428571428584,-121.77886164204916,-0.2795297996877566,-3.6913737959130017,-77.4873407979019,-0.11076222779782041,0.5645444814202598
138,-138.31875,-53.47321428571429,-120.33539939759632,-0.2406570644562369,-3.724952396204119,-75.2563190140793,-0.04998899100590348,0.5433847677441439
139,-139.875,-53.5,-118.53171369788275,-0.19208343745955592,-3.7668625288982955,-73.02266558815651,0.010855931956746945,0.5426551224449674
140,-140.715625,-54.29017857142856,-116.44794842827308,-0.13596721001996803,-3.7895007331045876,-71.089389962645,0.06351853625097514,0.5211305861192632
141,-141.49374999999998,-55.60714285714283,-114.19178300224605,-0.07520821089720098,-3.8104557994516757,-69.58454289350742,0.10451070761006576,0.4852563589097565
142,-142.1359375,-57.16071428571428,-111.75946782760879,-0.009705462802031661,-3.8277500409549967,-68.2219158729633,0.1416287918793755,0.442936931557524
143,-142.40000000000003,-58.714285714285694,-109.16158667601293,0.06025601111737933,-3.8348612984101336,-66.76204749129228,0.1813957396912036,0.4006175042052924
144,-140.84374999999997,-59.633928571428584,-106.44977246232135,0.13328572584044363,-3.792951165715955,-65.13055268409154,0.2258378069815148,0.37556634893356766
145,-138.68125,-61.02678571428573,-103.67366459459886,0.20804688189480336,-3.7347145957875014,-63.65548329061262,0.2660188317408547,0.3376247933763936
146,-135.7703125,-62.6875,-100.8804662273265,0.2832682886183653,-3.65632244999508,-62.92277585066602,0.2859778492053904,0.29238678482745617
147,-132.02499999999995,-63.46428571428572,-98.13789920385933,0.3571261828359922,-3.5554604137822863,-62.623757072595374,0.2941231479813531,0.2712270711513398
148,-127.35625000000002,-64.24107142857143,-95.51514960345396,0.4277573691984582,-3.429730015699758,-62.07952726424293,0.3089480175778989,0.2500673574752237
149,-123.046875,-64.75892857142857,-93.02348909746475,0.49485829927707536,-3.3136776603076497,-61.422018032567095,0.3268586289933739,0.23596088169114648
150,-119.01562500000006,-65.29464285714285,-90.63113570327666,0.5592848684027216,-3.2051152683890005,-60.97171272946766,0.3391249865038004,0.22136797570761835
151,-115.12500000000006,-65.92857142857143,-88.22995565196881,0.6239491412206633,-3.1003399366535587,-60.71932003840801,0.34600018641871855,0.20409970362710927
152,-111.12812500000004,-65.15178571428572,-85.72092577117687,0.691517832136419,-2.9927032705574694,-60.651810277496274,0.34783915846076896,0.22525941730322518
153,-105.68124999999992,-64.06249999999997,-83.05816853103971,0.7632264324683247,-2.846017806127848,-60.88627448509465,0.34145233206986214,0.25493165946973395
154,-98.7109375,-62.897321428571416,-80.24845061159519,0.838892714130735,-2.6583058563801365,-61.34040302965405,0.3290818291135045,0.2866712299839076
155,-92.86874999999998,-61.732142857142854,-77.35395252028883,0.916842143264673,-2.500974544991053,-61.67100859148587,0.3200761034681434,0.3184108004980817
156,-88.58906249999997,-60.56696428571429,-74.36278127784638,0.9973950002489418,-2.3857216800820664,-61.8501999166273,0.31519491543455147,0.35015037101225577
157,-84.30937500000003,-59.40178571428571,-71.21828615596083,1.0820769008525821,-2.270468815173082,-62.10993380775973,0.3081197405603595,0.3818899415264303
158,-79.66875000000002,-59.0,-68.04046822332458,1.1676561916058155,-2.145495829127193,-62.53594711056219,0.2965150993527057,0.3928346210140763
159,-73.75,-59.0,-65.01429612617672,1.2491516288086313,-1.986102673860585,-63.14049614240712,0.2800471286089665,0.3928346210140763
160,-67.97031250000006,-58.90625000000002,-62.17633984610256,1.3255783753327632,-1.8304545003307073,-63.974949299580345,0.25731654853109664,0.3953883795611932
161,-63.80312499999998,-57.741071428571416,-59.5335933114994,1.3967480832474903,-1.718231283568286,-64.99138597973212,0.22962872069598972,0.4271279500753682
162,-61.07968749999997,-55.95982142857142,-57.149873294736565,1.4609421537427807,-1.6448885513534763,-65.79684813633853,0.2076878581166477,0.47564936247059997
163,-58.96874999999997,-54.214285714285694,-55.01566773493935,1.5184167485750706,-1.5880405701588651,-66.2132270872772,0.19634565753212008,0.5231979144669305
164,-57.609375,-52.57589285714285,-52.961856890790436,1.573726297173959,-1.5514323217211814,-66.59481693827821,0.18595111520159135,0.5678278852665544
165,-57.25312499999998,-50.63392857142854,-50.841785281660606,1.6308202618067544,-1.5418384359237187,-67.20470952352028,0.1693375855761461,0.6207271694568448
166,-58.42031250000001,-49.415178571428584,-48.571106430660414,1.6919701104501466,-1.573271035444352,-68.11808672399611,0.14445710736326722,0.653926030569371
167,-59.58749999999999,-48.75,-46.27026394134447,1.753932272079468,-1.6047036349649841,-69.31847445373302,0.11175843616678138,0.6720455554989189
168,-60.754687499999974,-48.5,-44.19884555414497,1.8097159954354123,-1.6361362344856163,-70.74453436853545,0.07291243407474601,0.6788555782912322
169,-61.921875,-48.580357142857125,-42.48854361192399,1.8557747786293655,-1.6675688340062496,-72.4738309548258,0.025806237405519017,0.6766666423937036
170,-63.02968750000001,-49.74553571428575,-41.18950988524246,1.8907580241615316,-1.6974024525606386,-74.50980199790904,-0.02965379942602775,0.6449270718795277
171,-63.41875,-50.60714285714286,-40.26827132430153,1.9155671681499826,-1.7078799857341826,-76.18085376410055,-0.07517340188562516,0.6214568147560204
172,-63.1921875,-51.95982142857146,-39.70678157308994,1.9306882026750898,-1.7017786109945685,-77.04490489127564,-0.0987102333647707,0.5846097271476107
173,-63.196875000000006,-54.06249999999997,-39.59978304546694,1.9335696950386312,-1.701904846334009,-77.87977082834753,-0.12145205760471267,0.5273325711622634
174,-63.7578125,-56.78125,-39.92828407203993,1.924723094804834,-1.7170110086203636,-79.19733260878283,-0.15734256062489305,0.4532735732958564
175,-64.92499999999998,-58.785714285714306,-40.441925183689555,1.9108906339878569,-1.7484436081409958,-80.66546607719192,-0.19733465015298846,0.3986717834074869
176,-66.45625000000001,-60.72767857142854,-40.99865128293034,1.895897885590432,-1.7896804856914916,-82.05383286105938,-0.23515388792190084,0.345772499217198
177,-68.01249999999999,-63.071428571428555,-41.59793684432972,1.879759002120583,-1.8315906183856678,-83.3251482759661,-0.26978463572883626,0.28192853553926134
178,-69.99531249999994,-66.08928571428567,-42.160511160180086,1.8646087600466075,-1.88498816696891,-84.21732826816441,-0.2940877000557016,0.1997218318320524
179,-72.8125,-67.64285714285717,-42.58265204132974,1.8532404192629168,-1.9608556059725266,-84.3052667557041,-0.2964831524735687,0.15740240447981813
180,-76.70312500000009,-66.50446428571423,-43.035259041493774,1.8410516196258482,-2.065630937707971,-83.20011463388268,-0.2663787079192601,0.18841232969481791
181,-79.35625000000002,-64.1875,-43.70148808715476,1.823109934351396,-2.137080139831174,-80.7977451729532,-0.20093794478131244,0.25152664807357694
182,-82.28593749999997,-61.696428571428555,-44.27977124904273,1.8075366498215752,-2.2159772269813547,-78.15624618868891,-0.12898327162646384,0.3193836608969838
183,-85.78750000000005,-60.14285714285717,-44.494558845610506,1.8017523756540452,-2.3102750255432545,-76.23753523886744,-0.07671741042588298,0.36170308824921515
184,-89.2890625,-58.94196428571429,-44.48464457609352,1.8020193689719715,-2.4045728241051507,-74.92014359033651,-0.040831541814288386,0.394415519162292
185,-91.69374999999997,-56.330357142857125,-44.388613793166286,1.8046054977142725,-2.4693315532380193,-73.91142642542604,-0.01335399427813666,0.4655559358319932
186,-95.30156249999987,-53.87053571428572,-44.23550055086905,1.8087288688319676,-2.566490686160561,-72.93214680663496,0.013321671817923875,0.5325616958063601
187,-99.00624999999998,-53.446428571428584,-44.05802646558038,1.8135082824635984,-2.6662586827648744,-71.85762121176182,0.04259184698596319,0.54411441304332
